Date,Rating,Satisfaction,Notes
2026-04-30 17:05:31,5,راضي,تجربة رائعة
2026-04-30 17:14:09,5,رااائع جدا
2026-04-30 17:14:33,5,"فناااان
"
2026-04-30 17:15:42,5,خييييالي 
2026-04-30 17:21:16,5,روعه روعه روعه
2026-05-17 16:36:31,5,
2026-05-17 16:37:07,5,
2026-05-17 16:38:36,5,
2026-05-17 16:39:35,5,
2026-05-17 16:45:51,5,
2026-05-17 16:46:08,5,
2026-05-17 19:49:51,5,
2026-05-17 20:23:12,5,
2026-05-17 20:23:28,5,
2026-05-17 21:00:17,5,
2026-05-17 21:10:04,5,
2026-05-17 21:14:28,5,
2026-05-17 21:18:13,5,
2026-05-17 21:18:34,5,
2026-05-17 21:18:58,5,
2026-05-17 21:19:16,5,
2026-05-17 21:34:10,5,
2026-05-17 21:34:26,5,
2026-05-24 21:45:58,5,wwwoow
2026-05-24 22:44:22,5,خمس نجوم ماتكفيكم
2026-06-06 19:27:44,5,رائع
2026-06-06 19:27:57,5,مفيد جداً
2026-06-06 19:28:10,4,جميل
2026-06-06 19:30:54,5,سهل الاستخدام
2026-06-06 19:31:17,5,نتائجه مثل المطلوب جميل جداً
